2025-07-16 18:42:36 | INFO     | AccountExploit | _create_rpc_client:120 | 🔌 Подключение к основному RPC: https://solana-api.projectserum.com
2025-07-16 21:49:52 | INFO     | ProgramExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-api.projectserum.com
2025-07-16 21:49:52 | INFO     | ProgramExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:49:52 | INFO     | ProgramExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:50:02 | ERROR    | ProgramExploit | get_account_info:224 | Ошибка получения информации об аккаунте ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL: 
2025-07-16 21:50:04 | INFO     | ReentrancyExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-api.projectserum.com
2025-07-16 21:50:04 | INFO     | ReentrancyExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:50:04 | INFO     | ReentrancyExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:50:14 | ERROR    | ReentrancyExploit | get_account_info:224 | Ошибка получения информации об аккаунте 11111111111111111111111111111111: 
2025-07-16 21:50:15 | INFO     | ReentrancyExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-api.projectserum.com
2025-07-16 21:50:15 | INFO     | ReentrancyExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:50:15 | INFO     | ReentrancyExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:50:25 | ERROR    | ReentrancyExploit | get_account_info:224 | Ошибка получения информации об аккаунте TokenkegQfeZyiNwAJbNbGKPFXCWuBvf9Ss623VQ5DA: 
2025-07-16 21:50:26 | INFO     | ReentrancyExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://solana-api.projectserum.com
2025-07-16 21:50:26 | INFO     | ReentrancyExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:50:26 | INFO     | ReentrancyExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:50:37 | ERROR    | ReentrancyExploit | get_account_info:224 | Ошибка получения информации об аккаунте ATokenGPvbdGVxr1b2hvZbsiqW5xWH25efTNsLJA8knL: 
2025-07-16 21:52:14 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 21:52:14 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:52:14 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:52:14 | ERROR    | AccountExploit | scan_target:100 | Ошибка сканирования аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | ERROR    | AccountExploit | scan_target:100 | Ошибка сканирования аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | WARNING  | AccountExploit | prepare_exploit:109 | Цель не уязвима
2025-07-16 21:52:14 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 21:52:14 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:52:14 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:52:14 | ERROR    | TokenExploit | scan_target:129 | Ошибка сканирования токен аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | ERROR    | TokenExploit | scan_target:129 | Ошибка сканирования токен аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | WARNING  | TokenExploit | prepare_exploit:138 | Цель не уязвима
2025-07-16 21:52:14 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 21:52:14 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:52:14 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:52:14 | ERROR    | AccountExploit | scan_target:100 | Ошибка сканирования аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | ERROR    | AccountExploit | scan_target:100 | Ошибка сканирования аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | WARNING  | AccountExploit | prepare_exploit:109 | Цель не уязвима
2025-07-16 21:52:14 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 21:52:14 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 21:52:14 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 21:52:14 | ERROR    | TokenExploit | scan_target:129 | Ошибка сканирования токен аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | ERROR    | TokenExploit | scan_target:129 | Ошибка сканирования токен аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: expected a sequence of length 32 (got 44)
2025-07-16 21:52:14 | WARNING  | TokenExploit | prepare_exploit:138 | Цель не уязвима
2025-07-16 22:02:41 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 22:02:41 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:02:41 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:02:42 | ERROR    | AccountExploit | get_account_info:224 | Ошибка получения информации об аккаунте EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: 
2025-07-16 22:02:42 | ERROR    | AccountExploit | scan_target:100 | Ошибка сканирования аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: expected a sequence of length 32 (got 44)
2025-07-16 22:02:42 | WARNING  | AccountExploit | prepare_exploit:109 | Цель не уязвима
2025-07-16 22:02:42 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 22:02:42 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:02:42 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:02:42 | ERROR    | TokenExploit | get_token_account_info:247 | Ошибка получения информации о токен аккаунте EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: 
2025-07-16 22:02:42 | ERROR    | TokenExploit | scan_target:129 | Ошибка сканирования токен аккаунта EUU3QLhwi5zqDGEWPiGjXtr63oD7BL8zHStTNJ2cstaL: expected a sequence of length 32 (got 44)
2025-07-16 22:02:42 | WARNING  | TokenExploit | prepare_exploit:138 | Цель не уязвима
2025-07-16 22:02:42 | INFO     | AccountExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 22:02:42 | INFO     | AccountExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:02:42 | INFO     | AccountExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
2025-07-16 22:02:42 | ERROR    | AccountExploit | get_account_info:224 | Ошибка получения информации об аккаунте BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: 
2025-07-16 22:02:42 | ERROR    | AccountExploit | scan_target:100 | Ошибка сканирования аккаунта BzBgmykB3D35SttCsra93AnVPdCHFgtw2J5o7rKGL8UM: expected a sequence of length 32 (got 44)
2025-07-16 22:02:42 | WARNING  | AccountExploit | prepare_exploit:109 | Цель не уязвима
2025-07-16 22:02:42 | INFO     | TokenExploit | _create_rpc_client:122 | 🔌 Подключение к основному RPC: https://api.mainnet.solana.com
2025-07-16 22:02:42 | INFO     | TokenExploit | __init__:114 | 🚀 Базовый эксплойт инициализирован с проверками безопасности
2025-07-16 22:02:42 | INFO     | TokenExploit | __init__:115 | 🎯 Наш целевой аккаунт: 8nQE7NqRRDM1CtfiVkroK3CiMCeSCWzrzzt2zUqxsP8Q
